City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,kleinmachnow,52.4,13.2333,37.44,95,100,9.22,DE,1670296720
274,gornji milanovac,44.0333,20.45,26.69,95,5,4.59,RS,1670296720
275,la orilla,17.9833,-102.2333,76.23,86,0,1.95,MX,1670296721
276,muravlenko,63.7898,74.523,2.3,97,87,10.76,RU,1670296721
277,emba,48.8264,58.1442,9.36,94,87,6.62,KZ,1670296722
278,tynda,55.1667,124.7167,-0.96,88,100,3.13,RU,1670296722
279,boddam,57.4667,-1.7833,42.49,67,100,21.32,GB,1670296657
280,amapa,1.0,-52.0,70.86,98,97,0.54,BR,1670296723
281,ancud,-41.8697,-73.8203,53.53,96,61,3.09,CL,1670296723
282,sao filipe,14.8961,-24.4956,72.45,67,26,3.56,CV,1670296724
283,zhovkva,50.0583,23.9726,31.69,94,98,9.33,UA,1670296724
284,noyabrsk,63.1994,75.4507,2.21,99,97,8.61,RU,1670296511
285,grand-santi,4.25,-54.3833,70.48,87,99,1.36,GF,1670296725
286,torit,4.4133,32.5678,73.31,61,86,3.53,SS,1670296725
287,bilibino,68.0546,166.4372,-0.09,72,100,6.46,RU,1670296662
288,korla,41.7597,86.1469,25.72,39,100,1.68,CN,1670296726
289,zhoucheng,35.9122,116.3117,43.03,34,53,5.79,CN,1670296727
290,cayenne,4.9333,-52.3333,75.24,100,100,1.14,GF,1670296727
291,raychikhinsk,49.7838,129.4121,4.59,88,100,8.1,RU,1670296728
292,port-cartier,50.0334,-66.8654,35.82,85,100,9.13,CA,1670296728
293,makat,47.6469,53.3463,15.8,79,16,8.14,KZ,1670296729
294,chakrata,30.7,77.85,42.15,31,28,5.79,IN,1670296729
295,gisborne,-38.6533,178.0042,68.25,62,76,9.57,NZ,1670296729
296,gravdal,68.1214,13.5031,31.19,89,100,32.79,NO,1670296730
297,mamallapuram,12.6264,80.1722,78.85,71,47,11.45,IN,1670296730
298,charters towers,-20.1,146.2667,94.19,21,0,3.87,AU,1670296731
299,lakes entrance,-37.8811,147.981,61.2,58,25,10.6,AU,1670296585
300,okakarara,-20.5833,17.4333,64.74,18,25,7.61,NA,1670296732
301,chadan,51.2833,91.5833,-20.09,93,34,0.47,RU,1670296732
302,belmonte,-15.8631,-38.8828,73.24,87,96,5.93,BR,1670296684
303,ahipara,-35.1667,173.1667,63.86,88,100,7.31,NZ,1670296446
304,rio gallegos,-51.6226,-69.2181,44.65,49,20,11.5,AR,1670296733
305,quatre cocos,-20.2078,57.7625,77.11,77,48,15.55,MU,1670296734
306,bethel,41.3712,-73.414,38.62,81,0,0.0,US,1670296734
307,little current,45.9793,-81.9248,34.47,90,100,7.09,CA,1670296533
308,mildura,-34.2,142.15,74.07,32,92,6.53,AU,1670296735
309,kokstad,-30.5472,29.4241,45.73,92,1,3.24,ZA,1670296736
310,kaeo,-35.1,173.7833,64.18,87,100,6.73,NZ,1670296736
311,xuddur,4.1213,43.8894,70.25,89,13,9.48,SO,1670296643
312,abha,18.2164,42.5053,49.82,81,0,5.75,SA,1670296737
313,bengkulu,-3.8004,102.2655,81.61,71,100,2.89,ID,1670296737
314,plettenberg bay,-34.0527,23.3716,59.18,74,100,4.41,ZA,1670296738
315,russkaya polyana,49.417,31.9201,22.19,60,11,10.27,UA,1670296738
316,sokolo,14.7328,-6.1219,82.62,22,96,11.12,ML,1670296739
317,kapit,2.0167,112.9333,88.48,60,99,0.96,MY,1670296739
318,lake city,30.1897,-82.6393,63.86,100,100,0.0,US,1670296559
319,ziarat,30.3823,67.7282,37.09,48,0,5.88,PK,1670296740
320,mastung,29.7994,66.845,43.74,46,0,2.06,PK,1670296741
321,padang,-0.9492,100.3543,84.25,74,100,0.72,ID,1670296741
322,kavaratti,10.5669,72.642,82.27,67,75,4.92,IN,1670296745
323,nioro,13.35,-15.75,72.01,57,5,6.08,GM,1670296747
324,sao joao da barra,-21.6403,-41.0511,74.12,85,99,21.74,BR,1670296748
325,aleppo,36.25,37.5,51.01,67,12,5.48,SY,1670296749
326,nenjiang,49.1833,125.2167,11.59,79,100,9.06,CN,1670296750
327,alpine,32.835,-116.7664,51.73,78,75,0.0,US,1670296568
328,jacareacanga,-6.2222,-57.7528,73.45,98,83,2.8,BR,1670296751
329,oktyabrskoye,43.0645,44.7417,24.94,93,91,8.95,RU,1670296753
330,meulaboh,4.1363,96.1285,78.57,82,99,4.47,ID,1670296754
331,blejesti,44.3,25.4667,39.85,90,99,6.71,RO,1670296755
332,mathathane,-22.2687,28.7495,73.85,65,54,4.05,BW,1670296756
333,thunder bay,48.4001,-89.3168,6.78,61,100,9.22,CA,1670296697
334,sabang,5.8933,95.3214,80.28,76,99,7.58,ID,1670296757
335,anadyr,64.75,177.4833,28.9,86,40,20.13,RU,1670296758
336,chalchihuites,23.4833,-103.8833,59.72,49,86,3.83,MX,1670296759
337,te anau,-45.4167,167.7167,52.09,81,99,3.11,NZ,1670296760
338,onguday,50.75,86.15,-4.94,98,54,2.13,RU,1670296761
339,teacapan,22.55,-105.75,72.72,87,85,1.34,MX,1670296762
340,tahoua,14.8888,5.2692,73.08,18,87,10.67,NE,1670296701
341,broken hill,-31.95,141.4333,74.34,27,97,2.21,AU,1670296560
342,atasu,48.6814,71.6433,-14.73,97,60,4.54,KZ,1670296766
343,torata,-17.0769,-70.8433,57.16,65,100,1.59,PE,1670296767
344,san rafael,-34.6177,-68.3301,75.79,46,40,0.0,AR,1670296769
345,faya,18.3851,42.4509,50.11,59,0,3.02,SA,1670296770
346,balfour,-26.6633,28.5902,54.28,96,14,4.0,ZA,1670296771
347,mao,39.8885,4.2658,55.96,100,0,8.05,ES,1670296773
348,giehun,7.8833,-11.05,71.24,97,48,0.2,SL,1670296773
349,dunedin,-45.8742,170.5036,51.8,67,97,11.01,NZ,1670296774
350,eyl,7.9803,49.8164,75.18,72,86,15.35,SO,1670296775
351,jasper,37.2001,-94.3502,51.24,93,100,4.61,US,1670296776
352,san cristobal,7.7669,-72.225,66.38,98,42,3.44,VE,1670296776
353,labuan,5.2767,115.2417,86.36,74,20,5.75,MY,1670296777
354,belaya gora,68.5333,146.4167,-41.78,96,36,1.1,RU,1670296777
355,curanilahue,-37.4667,-73.35,52.84,93,1,3.47,CL,1670296778
356,gardner,42.5751,-71.9981,35.4,86,0,0.0,US,1670296778
357,lapua,62.9693,23.0088,32.0,86,97,9.98,FI,1670296779
358,sinnamary,5.3833,-52.95,76.78,90,86,9.01,GF,1670296779
359,bereda,43.2686,-7.5406,42.42,100,85,1.28,ES,1670296780
360,biu,10.6129,12.1946,66.6,22,3,8.12,NG,1670296662
361,kasongo-lunda,-6.4667,16.8167,68.5,95,95,0.83,CD,1670296781
362,hambantota,6.1241,81.1185,77.18,84,100,8.32,LK,1670296782
363,ampanihy,-24.7,44.75,77.25,67,2,4.27,MG,1670296782
364,steamboat springs,40.485,-106.8317,27.34,95,100,4.61,US,1670296783
365,klaksvik,62.2266,-6.589,38.32,61,92,25.08,FO,1670296783
366,lala,7.9745,123.7458,88.11,59,97,4.76,PH,1670296784
367,djibo,14.1022,-1.6306,79.07,20,77,8.95,BF,1670296784
368,longhua,23.6137,114.1919,59.41,60,3,5.08,CN,1670296785
369,tiznit,29.5833,-9.5,56.26,85,100,0.4,MA,1670296785
370,koppang,61.5706,11.0555,19.98,91,100,3.85,NO,1670296786
371,mangai,-4.05,19.5333,69.17,94,100,1.83,CD,1670296786
372,kara,9.5511,1.1861,75.7,27,80,4.56,TG,1670296787
373,nantucket,41.2835,-70.0995,47.14,81,0,8.05,US,1670296727
374,goderich,43.7501,-81.7165,39.9,60,100,5.75,CA,1670296533
375,yeniseysk,58.4497,92.1703,3.34,93,100,7.67,RU,1670296788
376,mendi,-6.1761,143.6513,63.95,89,100,3.87,PG,1670296789
377,la ronge,55.1001,-105.2842,-19.95,76,20,3.44,CA,1670296789
378,rocha,-34.4833,-54.3333,60.44,95,0,6.93,UY,1670296790
379,suoyarvi,62.0833,32.35,24.98,93,100,8.77,RU,1670296790
380,jucas,-6.5253,-39.5275,75.31,74,31,4.21,BR,1670296791
381,disna,55.568,28.1971,19.9,91,100,11.72,BY,1670296791
382,mwense,-10.3845,28.698,63.55,94,100,1.9,ZM,1670296792
383,perelyub,51.8667,50.3667,7.12,93,10,5.79,RU,1670296792
384,emerald,-23.5333,148.1667,93.34,35,0,3.49,AU,1670296606
385,severo-kurilsk,50.6789,156.125,25.68,76,88,15.75,RU,1670296793
386,mahibadhoo,3.7833,72.9667,80.13,73,99,2.93,MV,1670296793
387,fortuna,40.5982,-124.1573,44.94,94,75,0.0,US,1670296794
388,waipawa,-41.4122,175.5153,64.6,51,47,10.11,NZ,1670296794
389,lujan,-34.5703,-59.105,81.01,59,0,9.08,AR,1670296795
390,polonne,50.1242,27.5109,23.95,88,98,11.77,UA,1670296795
391,inhambane,-23.865,35.3833,80.58,83,40,16.11,MZ,1670296796
392,itarema,-2.9248,-39.9167,79.14,76,19,16.42,BR,1670296796
393,korampallam,8.7667,78.1,80.89,89,40,8.05,IN,1670296797
394,pokosnoye,55.5258,101.0536,8.01,83,100,17.85,RU,1670296797
395,luderitz,-26.6481,15.1594,58.42,76,66,18.07,NA,1670296798
396,shu,43.5983,73.7614,21.06,92,84,2.75,KZ,1670296799
397,coffs harbour,-30.3,153.1333,80.13,73,100,14.97,AU,1670296605
398,tessalit,20.1986,1.0114,74.82,17,97,8.9,ML,1670296799
399,pahrump,36.2083,-115.9839,52.25,47,1,5.01,US,1670296695
400,chuka,-0.3332,37.6459,57.49,89,97,4.34,KE,1670296800
401,gold coast,-28.0,153.4333,98.78,48,0,17.27,AU,1670296751
402,mnogovershinnyy,53.9353,139.9242,-0.44,86,87,7.2,RU,1670296801
403,bose,45.4612,8.0137,39.29,81,0,5.1,IT,1670296802
404,jati,24.3539,68.2671,66.38,25,0,7.83,PK,1670296805
405,ternova,50.1849,36.6757,18.75,48,43,8.41,UA,1670296805
406,aksarka,66.5606,67.7975,3.42,95,91,8.37,RU,1670296807
407,scarborough,54.2797,-0.4044,40.91,82,100,8.14,GB,1670296746
408,vila velha,-20.3297,-40.2925,73.35,91,20,6.91,BR,1670296812
409,nouakchott,18.0858,-15.9785,67.93,53,11,8.72,MR,1670296813
410,innisfail,-17.5333,146.0333,84.7,51,0,8.88,AU,1670296536
411,krasnyy bor,59.6819,30.6681,19.15,89,100,9.01,RU,1670296815
412,kruisfontein,-34.0033,24.7314,55.89,80,100,6.17,ZA,1670296817
413,davila,18.4726,120.5763,87.78,72,18,22.75,PH,1670296818
414,ziro,27.6333,93.8333,48.94,46,4,1.57,IN,1670296819
415,hyeres,43.1167,6.1167,52.68,69,0,3.44,FR,1670296820
416,ugoofaaru,5.6667,73.0,80.38,77,100,10.09,MV,1670296822
417,banyo,6.75,11.8167,64.85,35,58,2.89,CM,1670296823
418,carnarvon,-24.8667,113.6333,74.34,61,26,16.96,AU,1670296824
419,petrovsk,52.3064,45.3917,8.92,77,15,3.27,RU,1670296826
420,yaan,7.3833,8.5667,71.76,21,31,3.29,NG,1670296828
421,auki,-8.7676,160.7034,84.02,71,100,2.13,SB,1670296829
422,hervey bay,-25.2986,152.8535,78.8,69,0,13.8,AU,1670296830
423,sumenep,-7.0167,113.8667,85.28,65,92,3.31,ID,1670296831
424,vestmannaeyjar,63.4427,-20.2734,38.59,70,28,4.47,IS,1670296833
425,romano di lombardia,45.5246,9.7484,43.02,79,0,2.8,IT,1670296834
426,hagenow,53.4333,11.1833,33.87,99,100,4.09,DE,1670296835
427,manta,-0.95,-80.7333,73.18,83,100,3.44,EC,1670296835
428,ninomiya,35.3033,139.2533,49.6,81,100,6.51,JP,1670296837
429,stawell,-37.05,142.7667,66.97,43,19,6.73,AU,1670296837
430,morro bay,35.3658,-120.8499,53.33,93,88,3.4,US,1670296585
431,sovetskiy,61.3614,63.5842,1.98,98,88,5.23,RU,1670296838
432,petropavlovka,50.6114,105.3196,4.48,72,100,5.7,RU,1670296839
433,kucura,45.5195,19.5838,39.09,92,76,7.76,RS,1670296839
434,rudnogorsk,57.2639,103.7519,6.85,90,100,12.19,RU,1670296840
435,am timan,11.0297,20.2827,70.54,24,66,6.46,TD,1670296840
436,mount gambier,-37.8333,140.7667,67.59,41,100,7.09,AU,1670296720
437,rundu,-17.9333,19.7667,72.59,61,97,3.85,NA,1670296841
438,coahuayana,18.7333,-103.6833,74.79,90,7,1.61,MX,1670296666
439,cabra,37.4725,-4.4421,53.65,90,97,3.29,ES,1670296842
440,cartagena,10.3997,-75.5144,78.42,83,0,4.61,CO,1670296842
441,xining,36.6167,101.7667,29.12,41,90,0.96,CN,1670296843
442,namatanai,-3.6667,152.4333,84.15,70,84,9.33,PG,1670296843
443,pasighat,28.0667,95.3333,71.83,34,1,1.63,IN,1670296844
444,livadiya,42.8692,132.6764,26.24,47,2,15.9,RU,1670296845
445,abatskoye,56.2875,70.4555,-9.08,100,100,3.42,RU,1670296845
446,shubarkuduk,49.1447,56.4872,5.56,95,18,6.76,KZ,1670296846
447,saint-jean-port-joli,47.2171,-70.2658,38.08,69,100,8.95,CA,1670296846
448,podgornoye,51.735,39.1496,7.02,85,0,4.47,RU,1670296847
449,esperance,-33.8667,121.9,65.23,71,84,16.08,AU,1670296847
450,kurilsk,45.2333,147.8833,32.09,51,78,11.65,RU,1670296848
451,naze,28.3667,129.4833,63.52,63,84,17.72,JP,1670296848
452,palapye,-22.546,27.1251,70.38,72,96,6.62,BW,1670296849
453,kiruna,67.8557,20.2251,29.32,86,100,8.05,SE,1670296849
454,andenes,69.3143,16.1194,33.93,93,100,20.71,NO,1670296849
455,knysna,-34.0363,23.0471,59.68,76,100,2.59,ZA,1670296850
456,aleksandriya,45.0947,43.2456,20.01,73,77,12.37,RU,1670296850
457,la paz,-16.5,-68.15,48.18,65,75,6.91,BO,1670296692
458,talnakh,69.4865,88.3972,25.21,96,100,8.46,RU,1670296851
459,alofi,-19.0595,-169.9187,85.89,62,75,9.22,NU,1670296852
460,zaterechnyy,44.7931,45.2097,21.63,48,58,9.64,RU,1670296852
461,panjab,34.388,67.0233,26.94,88,95,2.71,AF,1670296852
462,moerdijk,51.7034,4.6259,42.03,94,100,3.0,NL,1670296853
463,tawau,4.2498,117.8871,86.13,72,41,1.59,MY,1670296853
464,khani,41.9563,42.9566,35.17,82,100,3.53,GE,1670296854
465,haapiti,-17.5667,-149.8667,85.73,74,29,15.46,PF,1670296854
466,mahebourg,-20.4081,57.7,77.29,78,75,11.5,MU,1670296855
467,zalantun,48.0,122.7167,14.04,61,100,16.69,CN,1670296855
468,dumai,1.6833,101.45,85.14,67,98,3.13,ID,1670296856
469,saldanha,-33.0117,17.9442,53.65,83,16,9.57,ZA,1670296856
470,beringovskiy,63.05,179.3167,26.08,80,53,22.46,RU,1670296857
471,luanda,-8.8368,13.2343,75.34,83,100,6.62,AO,1670296857
472,yermakovskoye,53.2831,92.4003,-10.17,92,18,1.9,RU,1670296857
473,bonavista,48.6499,-53.1147,36.34,89,99,9.82,CA,1670296858
474,ciudad bolivar,8.1222,-63.5497,78.1,75,100,10.49,VE,1670296858
475,alyangula,-13.8483,136.4192,88.2,53,16,12.35,AU,1670296859
476,lebyazhye,55.2689,66.4947,-4.41,100,22,1.79,RU,1670296859
477,sozimskiy,59.7418,52.2482,4.03,91,86,5.5,RU,1670296860
478,cap malheureux,-19.9842,57.6142,77.47,76,71,5.01,MU,1670296860
479,key west,24.5557,-81.7826,80.6,80,0,5.75,US,1670296831
480,islamkot,24.6997,70.177,65.39,22,0,8.1,PK,1670296861
481,batsfjord,70.6345,29.7185,35.53,93,100,12.66,NO,1670296861
482,ketchikan,55.3422,-131.6461,37.38,86,100,0.0,US,1670296862
483,ixtapa,20.7,-105.2,76.23,88,40,3.44,MX,1670296705
484,aklavik,68.2191,-135.0107,-13.29,85,85,18.5,CA,1670296863
485,biak,-0.9131,122.8766,83.73,59,99,6.04,ID,1670296863
486,kedrovyy,56.1667,91.8167,5.41,91,100,8.86,RU,1670296864
487,fort-shevchenko,44.5086,50.263,28.08,65,70,4.76,KZ,1670296864
488,tumaco,1.7986,-78.8156,74.68,82,16,3.71,CO,1670296865
489,namibe,-15.1961,12.1522,67.86,82,82,5.23,AO,1670296865
490,playas,-2.6333,-80.3833,70.99,83,38,11.95,EC,1670296865
491,selikhino,50.3672,137.4996,7.34,88,100,20.38,RU,1670296866
492,sao miguel do iguacu,-25.3481,-54.2378,74.64,88,71,2.44,BR,1670296866
493,mukhen,48.1,136.1,13.71,67,42,11.92,RU,1670296867
494,harper,4.375,-7.7169,77.34,88,98,4.68,LR,1670296867
495,japura,-0.3167,102.35,84.51,69,100,1.81,ID,1670296868
496,egvekinot,66.3167,-179.1667,17.06,85,100,30.98,RU,1670296868
497,hayden,47.766,-116.7866,24.21,89,100,4.61,US,1670296869
498,alice,27.7523,-98.0697,71.33,95,0,9.22,US,1670296869
499,marawi,7.9986,124.2928,81.3,60,97,3.29,PH,1670296870
500,south valley,35.0101,-106.6781,55.02,68,75,5.75,US,1670296870
501,akdepe,42.0551,59.3788,3.29,78,4,2.66,TM,1670296871
502,kamyshevatskaya,46.4132,37.9563,25.66,68,2,23.73,RU,1670296871
503,adrar,20.5022,-10.0711,72.12,30,30,2.42,MR,1670296872
504,radyvyliv,50.1299,25.2558,30.94,90,99,13.53,UA,1670296872
505,salinas,36.6777,-121.6555,53.53,86,0,5.75,US,1670296873
506,san juan,-31.5375,-68.5364,89.06,20,0,15.79,AR,1670296661
507,salym,60.0625,71.4789,-5.13,99,99,3.69,RU,1670296873
508,emilio carranza,19.9711,-96.6114,72.45,87,0,10.69,MX,1670296874
509,siocon,7.7061,122.1353,85.3,71,63,2.55,PH,1670296874
510,hasaki,35.7333,140.8333,46.29,84,100,19.3,JP,1670296835
511,suhbaatar,50.2314,106.2078,-1.25,75,100,6.6,MN,1670296875
512,omboue,-1.5746,9.2618,77.56,87,100,4.99,GA,1670296876
513,villa carlos paz,-31.4241,-64.4978,69.08,44,0,5.35,AR,1670296876
514,edd,13.9297,41.6925,77.61,52,5,13.71,ER,1670296877
515,abensberg,48.8167,11.85,36.95,97,100,3.22,DE,1670296877
516,stange,60.718,11.1942,20.62,92,100,1.72,NO,1670296877
517,tecoanapa,16.5167,-98.75,77.52,77,0,4.47,MX,1670296878
518,ray,23.6833,85.05,61.57,41,0,4.9,IN,1670296754
519,frutal,-20.0247,-48.9406,71.67,81,100,5.75,BR,1670296647
520,dudinka,69.4058,86.1778,25.63,93,100,16.71,RU,1670296879
521,bayburt,40.2589,40.2278,30.31,87,65,0.89,TR,1670296880
522,khasan,42.4308,130.6434,28.94,33,1,12.93,RU,1670296880
523,port-gentil,-0.7193,8.7815,80.89,77,100,7.72,GA,1670296857
524,comodoro rivadavia,-45.8667,-67.5,62.46,34,0,29.93,AR,1670296881
525,semenyih,2.9516,101.843,91.49,78,47,2.08,MY,1670296881
526,sechura,-5.5569,-80.8222,65.73,85,2,12.8,PE,1670296882
527,ilebo,-4.3167,20.5833,68.14,99,89,1.63,CD,1670296882
528,ous,60.9058,61.5186,2.43,98,98,4.16,RU,1670296883
529,erdenet,49.0333,104.0833,-2.6,72,1,5.12,MN,1670296883
530,kamaishi,39.2667,141.8833,39.06,97,100,4.0,JP,1670296884
531,shelburne,44.0787,-80.2041,36.59,59,100,9.69,CA,1670296884
532,turochak,52.2576,87.1224,-3.86,100,87,0.76,RU,1670296885
533,solnechnyy,50.7214,136.6319,5.61,71,100,4.0,RU,1670296885
534,kholm-zhirkovskiy,55.5189,33.4731,16.81,86,100,10.63,RU,1670296886
535,varzea da palma,-17.5981,-44.7308,68.09,92,100,0.47,BR,1670296886
536,corinto,37.9407,22.9573,53.89,86,95,1.39,GR,1670296886
537,chapleau,47.8405,-83.4034,22.32,92,100,3.85,CA,1670296887
538,lethem,3.3803,-59.7968,75.15,86,96,6.11,GY,1670296887
539,port hedland,-20.3167,118.5667,102.25,30,45,17.27,AU,1670296888
540,bambanglipuro,-7.95,110.2833,84.38,70,100,3.02,ID,1670296888
541,palmer,42.1584,-72.3287,38.34,87,75,3.44,US,1670296676
542,senador jose porfirio,-2.5908,-51.9542,74.01,84,99,3.18,BR,1670296889
543,cabo san lucas,22.8909,-109.9124,78.51,70,0,12.66,MX,1670296714
544,constitucion,-35.3333,-72.4167,56.21,75,0,8.46,CL,1670296829
545,parabel,58.6978,81.4825,1.89,96,100,6.98,RU,1670296890
546,maragogi,-9.0122,-35.2225,75.2,87,5,8.01,BR,1670296891
547,atambua,-9.1061,124.8925,86.36,50,19,4.47,ID,1670296621
